ano,mes,tentesp,zeuro,euribor,mibor,irs,deuda,bancos,cajas,ceca,ahe,ced,viviendas,date
1986,1,,,,,,,,,,,,,1986-01-01
1986,2,,,,,,,,,,,,,1986-02-01
1986,3,,,,,,,,,,14.500,,,1986-03-01
1986,4,,,,,,,,,,,,,1986-04-01
1986,5,,,,,,,,,,,,,1986-05-01
1986,6,,,,,,,,,,14.250,,,1986-06-01
1986,7,,,,,,,,,,,,,1986-07-01
1986,8,,,,,,,,,,,9.510,,1986-08-01
1986,9,,,,,,,,,,14.000,9.420,,1986-09-01
1986,10,,,,,,,,,,,9.370,,1986-10-01
1986,11,,,,,,,,,,,8.970,,1986-11-01
1986,12,,,,,,,,,,13.500,8.970,,1986-12-01
1987,1,,,,,,,,,,,8.970,,1987-01-01
1987,2,,,,,,,,,,,8.980,,1987-02-01
1987,3,,,,,,,,,,13.000,8.950,,1987-03-01
1987,4,,,,,,,,,,,8.950,,1987-04-01
1987,5,,,,,,,,,,,9.260,,1987-05-01
1987,6,,,,,,,,,,13.500,9.840,,1987-06-01
1987,7,,,,,,,,,,,9.850,,1987-07-01
1987,8,,,,,,,,,,,9.850,,1987-08-01
1987,9,,,,,,,,,,13.500,10.130,,1987-09-01
1987,10,,,,,,,,,,,9.970,,1987-10-01
1987,11,,,,,,,,,,,10.570,,1987-11-01
1987,12,,,,,,,,,,13.500,10.100,,1987-12-01
1988,1,,,,,,,,,,,10.130,,1988-01-01
1988,2,,,,,,,,,,,10.390,,1988-02-01
1988,3,,,,11.030,,,,,13.750,13.250,10.480,,1988-03-01
1988,4,,,,10.953,,,,,13.750,,10.360,,1988-04-01
1988,5,,,,11.279,,,,,13.625,,10.180,,1988-05-01
1988,6,,,,10.588,,,,,13.625,13.000,10.420,,1988-06-01
1988,7,,,,10.866,,,,,13.500,,10.170,,1988-07-01
1988,8,,,,11.039,,,,,13.375,,9.950,,1988-08-01
1988,9,,,,11.599,,,,,13.250,12.750,9.840,,1988-09-01
1988,10,,,,12.842,,,,,13.750,,10.000,,1988-10-01
1988,11,,,,13.024,,,,,13.375,,10.020,,1988-11-01
1988,12,,,,13.907,,,,,13.250,12.750,10.110,,1988-12-01
1989,1,,,,14.788,,,,,13.750,,10.380,,1989-01-01
1989,2,,,,14.996,,,,,13.500,,10.380,,1989-02-01
1989,3,,,,15.522,,,,,13.750,13.250,10.560,,1989-03-01
1989,4,,,,15.072,,13.172,,,13.875,,10.510,,1989-04-01
1989,5,,,,14.983,,13.395,,,14.000,,10.530,,1989-05-01
1989,6,,,,14.965,,13.568,,,14.000,13.250,10.550,,1989-06-01
1989,7,,,,15.250,,13.661,,,14.125,,10.560,,1989-07-01
1989,8,,,,15.047,,13.711,,,14.500,,10.550,,1989-08-01
1989,9,,,,14.766,,13.741,,,14.500,14.500,11.050,,1989-09-01
1989,10,,,,14.717,,13.779,,,14.750,,11.350,,1989-10-01
1989,11,,,,15.212,,13.833,,,14.875,,11.590,,1989-11-01
1989,12,,,,15.896,,13.940,,,14.750,15.000,11.310,,1989-12-01
1990,1,,,,15.643,,14.064,,,14.875,,13.150,,1990-01-01
1990,2,,,,15.703,,14.211,,,15.000,,13.190,,1990-02-01
1990,3,,,,15.786,,14.401,,,15.250,15.250,13.260,,1990-03-01
1990,4,,,,15.446,,14.556,,,15.375,,13.850,,1990-04-01
1990,5,,,,15.461,,14.665,,,15.500,,14.270,,1990-05-01
1990,6,,,,15.260,,14.646,,,15.500,15.250,14.430,,1990-06-01
1990,7,,,,15.200,,14.638,,,15.625,,14.460,,1990-07-01
1990,8,,,,15.317,,14.646,,,15.625,,14.500,,1990-08-01
1990,9,,,,15.714,,14.688,,,15.625,15.250,14.500,,1990-09-01
1990,10,,,,15.319,,14.701,,,15.625,,14.500,,1990-10-01
1990,11,16.770,,,15.197,,14.696,17.180,16.290,15.875,,14.490,,1990-11-01
1990,12,16.660,,,15.268,,14.706,16.840,16.280,16.000,15.250,14.430,,1990-12-01
1991,1,16.920,,,15.292,,14.718,17.200,16.570,16.000,,12.330,,1991-01-01
1991,2,16.760,,,14.585,,14.631,17.170,16.220,15.875,,12.420,,1991-02-01
1991,3,16.760,,,13.590,,14.237,17.120,16.250,15.750,15.000,12.250,,1991-03-01
1991,4,16.540,,,13.136,,13.912,16.900,16.100,15.750,,12.120,,1991-04-01
1991,5,16.330,,,12.519,,13.463,16.370,16.170,15.750,,11.860,,1991-05-01
1991,6,15.930,,,12.233,,13.043,16.130,15.710,15.375,13.500,11.460,,1991-06-01
1991,7,15.730,,,12.646,,12.619,15.760,15.690,15.125,,11.290,,1991-07-01
1991,8,15.620,,,12.656,,12.289,15.910,15.280,15.000,,11.110,,1991-08-01
1991,9,15.740,,,12.274,,12.053,16.040,15.550,15.125,13.250,10.780,,1991-09-01
1991,10,15.450,,,12.436,,11.892,15.620,15.280,14.875,,10.560,,1991-10-01
1991,11,15.460,,,12.682,,11.890,15.780,15.160,14.875,,10.470,,1991-11-01
1991,12,15.210,,,12.925,,11.906,15.670,14.750,14.500,13.000,10.640,,1991-12-01
1992,1,15.210,,,12.761,,11.821,15.580,14.910,14.625,,10.640,,1992-01-01
1992,2,15.120,,,12.572,,11.722,15.580,14.930,14.625,,10.700,,1992-02-01
1992,3,15.000,,,12.528,,11.701,15.170,14.850,14.625,12.750,10.680,,1992-03-01
1992,4,14.820,,,12.567,,11.691,15.000,14.660,14.375,,10.590,,1992-04-01
1992,5,14.930,,,12.485,,11.627,15.180,14.620,14.500,,10.640,,1992-05-01
1992,6,14.730,,,12.794,,11.638,14.940,14.510,14.250,12.750,10.520,,1992-06-01
1992,7,14.760,,,13.137,,11.824,15.070,14.430,14.250,,10.520,,1992-07-01
1992,8,14.920,,,13.892,,12.107,15.230,14.490,14.375,,10.470,,1992-08-01
1992,9,14.960,,,14.173,,12.483,15.340,14.530,14.500,13.000,10.330,,1992-09-01
1992,10,15.150,,,14.173,,12.875,15.660,14.640,14.625,,10.270,,1992-10-01
1992,11,15.240,,,14.119,,13.128,15.600,14.830,14.625,,10.160,,1992-11-01
1992,12,15.410,,,14.507,,13.337,15.720,14.980,14.625,13.500,10.510,,1992-12-01
1993,1,15.440,,,13.843,,13.351,15.920,15.000,14.875,,11.040,,1993-01-01
1993,2,15.420,,,13.051,,13.146,15.910,14.940,14.750,,11.140,,1993-02-01
1993,3,15.260,,,13.245,,12.814,15.680,14.760,14.750,13.250,11.110,,1993-03-01
1993,4,15.180,,,13.028,,12.442,15.550,14.800,14.750,,10.930,,1993-04-01
1993,5,14.890,,,11.963,,12.077,15.140,14.710,14.625,,10.990,,1993-05-01
1993,6,14.280,,,10.409,,11.541,14.480,14.150,14.000,11.250,10.480,,1993-06-01
1993,7,13.860,,,10.221,,11.067,14.180,13.670,13.075,,10.060,,1993-07-01
1993,8,13.780,,,9.784,,10.563,14.060,13.560,13.625,,9.990,,1993-08-01
1993,9,13.420,,,9.334,,10.016,13.640,13.370,13.500,10.750,9.610,,1993-09-01
1993,10,12.740,,,9.102,,9.475,12.570,12.910,13.000,,9.180,,1993-10-01
1993,11,12.030,,,8.742,,9.000,11.910,12.480,12.750,,8.870,,1993-11-01
1993,12,11.730,,,8.238,,8.507,11.563,12.165,12.375,9.000,8.300,,1993-12-01
1994,1,11.351,,,8.090,,8.236,11.379,11.438,12.125,,8.070,,1994-01-01
1994,2,11.079,,,8.139,,8.270,10.985,11.425,12.000,,8.013,,1994-02-01
1994,3,10.792,,,8.041,,7.959,10.565,11.143,11.500,8.500,7.898,,1994-03-01
1994,4,10.535,,,7.879,,7.966,10.313,10.820,11.250,,7.861,,1994-04-01
1994,5,10.277,,,7.835,,8.069,9.952,10.606,11.000,,7.847,,1994-05-01
1994,6,10.124,,,8.198,,8.363,9.742,10.484,11.000,9.000,7.112,,1994-06-01
1994,7,10.046,,,8.345,,8.748,9.855,10.232,10.625,,6.805,,1994-07-01
1994,8,10.101,,,8.482,,9.179,9.950,10.275,11.000,,6.805,,1994-08-01
1994,9,10.129,,,8.875,,9.604,9.955,10.216,10.875,9.250,7.026,,1994-09-01
1994,10,10.229,,,8.970,,9.969,10.062,10.282,10.875,,7.057,,1994-10-01
1994,11,10.071,,,9.019,,10.287,9.784,10.304,11.000,,7.114,,1994-11-01
1994,12,10.255,,,9.445,,10.531,10.115,10.378,10.875,9.750,7.755,,1994-12-01
1995,1,10.831,,,10.422,,10.793,10.343,10.432,11.250,,8.071,,1995-01-01
1995,2,10.610,,,9.942,,10.976,10.631,10.584,11.375,,8.132,,1995-02-01
1995,3,10.875,,,10.506,,11.187,10.913,10.806,11.625,10.000,8.599,,1995-03-01
1995,4,10.997,,,10.409,,11.327,10.943,11.014,11.750,,9.049,,1995-04-01
1995,5,11.186,,,10.300,,11.416,11.356,11.006,11.875,,9.187,,1995-05-01
1995,6,11.155,,,10.363,,11.468,11.265,11.026,11.875,10.250,8.921,,1995-06-01
1995,7,11.217,,,10.272,,11.388,11.328,11.028,11.875,,9.183,,1995-07-01
1995,8,11.385,,,9.982,,11.287,11.560,11.151,12.125,,9.235,,1995-08-01
1995,9,11.303,,,9.572,,11.011,11.422,11.166,12.125,10.250,9.245,,1995-09-01
1995,10,11.156,,,9.634,,10.828,11.222,11.037,12.125,,8.986,,1995-10-01
1995,11,11.135,,,9.430,,10.653,11.236,11.018,11.875,,9.080,,1995-11-01
1995,12,11.010,,,9.136,,10.365,11.157,10.803,11.750,9.750,8.977,,1995-12-01
1996,1,10.810,,,8.659,,9.997,10.733,10.834,11.625,,8.714,,1996-01-01
1996,2,10.561,,,8.473,,9.695,10.507,10.598,11.500,,8.714,,1996-02-01
1996,3,10.284,,,8.365,,9.470,10.152,10.364,11.250,9.250,8.346,,1996-03-01
1996,4,10.045,,,7.585,,9.129,9.985,10.064,11.000,,7.664,,1996-04-01
1996,5,9.729,,,7.419,,8.820,9.541,9.897,10.750,,7.363,,1996-05-01
1996,6,9.392,,,7.276,,8.592,9.133,9.644,10.625,8.250,7.956,,1996-06-01
1996,7,9.195,,,7.201,,8.364,9.009,9.369,10.250,,7.361,,1996-07-01
1996,8,9.057,,,7.269,,8.172,8.957,9.143,10.375,,7.342,,1996-08-01
1996,9,8.938,,,6.975,,7.916,8.813,9.053,10.000,7.750,7.368,,1996-09-01
1996,10,8.813,,,6.668,,7.654,8.740,8.905,9.875,,7.231,,1996-10-01
1996,11,8.444,,,6.388,,7.397,8.289,8.649,9.500,,7.200,,1996-11-01
1996,12,8.174,,,5.994,,7.098,8.025,8.345,9.250,7.250,5.750,,1996-12-01
1997,1,7.867,,,5.491,,6.738,7.573,8.255,9.000,,5.598,,1997-01-01
1997,2,7.604,,,5.580,,6.387,7.337,7.922,8.625,,5.469,,1997-02-01
1997,3,7.379,,,5.788,,6.155,7.216,7.568,8.500,6.250,5.156,,1997-03-01
1997,4,7.195,,,5.504,,5.981,7.068,7.355,8.250,,4.970,,1997-04-01
1997,5,7.104,,,5.170,,5.815,6.971,7.266,8.000,,4.766,,1997-05-01
1997,6,6.820,,,5.101,,5.680,6.717,6.949,7.875,5.750,4.454,,1997-06-01
1997,7,6.715,,,5.125,,5.600,6.624,6.824,7.625,,4.240,,1997-07-01
1997,8,6.584,,,5.211,,5.552,6.489,6.687,7.750,,4.211,,1997-08-01
1997,9,6.518,,,4.990,,5.410,6.463,6.580,7.625,5.500,4.252,,1997-09-01
1997,10,6.509,,,4.985,,5.282,6.384,6.662,7.500,,4.097,,1997-10-01
1997,11,6.385,,,4.807,,5.230,6.252,6.537,7.375,,3.963,,1997-11-01
1997,12,6.255,,,4.623,,5.167,6.196,6.328,7.250,5.500,3.972,,1997-12-01
1998,1,6.115,,,4.421,,5.086,5.988,6.268,7.375,,4.401,,1998-01-01
1998,2,5.980,,,4.325,,4.947,5.879,6.099,7.125,,4.050,,1998-02-01
1998,3,5.896,,,4.161,,4.823,5.827,5.978,7.000,5.000,3.988,,1998-03-01
1998,4,5.776,,,4.215,,4.707,5.659,5.906,6.750,,3.974,,1998-04-01
1998,5,5.700,,,4.220,,4.613,5.603,5.817,7.000,,3.904,,1998-05-01
1998,6,5.636,,,4.191,,4.547,5.545,5.744,6.750,4.750,3.871,,1998-06-01
1998,7,5.592,,,4.137,,4.508,5.513,5.690,6.750,,3.864,,1998-07-01
1998,8,5.628,,,4.066,,4.464,5.572,5.697,6.875,,3.851,,1998-08-01
1998,9,5.548,,,3.830,,4.374,5.439,5.680,6.750,4.750,3.845,,1998-09-01
1998,10,5.495,,,3.635,,4.245,5.428,5.575,6.625,,3.734,,1998-10-01
1998,11,5.296,,,3.618,,4.055,5.176,5.440,6.375,,3.517,,1998-11-01
1998,12,5.150,,,3.240,,3.865,5.052,5.265,6.125,4.250,3.484,,1998-12-01
1999,1,5.131,,3.062,3.065,,3.658,5.015,5.262,6.375,,3.191,,1999-01-01
1999,2,4.950,,3.030,3.035,,3.513,4.787,5.147,6.125,,3.157,,1999-02-01
1999,3,4.816,,3.046,3.031,,3.435,4.654,5.007,6.000,4.000,3.792,,1999-03-01
1999,4,4.787,,2.759,2.709,,3.349,4.599,4.997,5.875,,3.867,,1999-04-01
1999,5,4.644,,2.683,2.656,,3.272,4.454,4.861,5.875,,3.874,,1999-05-01
1999,6,4.502,,2.836,2.780,,3.310,4.296,4.733,5.625,3.500,3.895,,1999-06-01
1999,7,4.435,,3.030,3.018,,3.442,4.263,4.626,5.625,,4.109,,1999-07-01
1999,8,4.471,,3.237,3.233,,3.599,4.316,4.648,5.750,,3.849,,1999-08-01
1999,9,4.545,,3.301,3.260,,3.758,4.436,4.666,5.750,3.500,4.689,,1999-09-01
1999,10,4.665,,3.684,3.607,,4.004,4.578,4.762,5.875,,4.893,,1999-10-01
1999,11,4.807,,3.689,3.659,,4.217,4.772,4.847,5.750,,4.863,,1999-11-01
1999,12,4.940,,3.826,3.806,,4.397,4.876,5.016,5.875,4.000,4.877,,1999-12-01
2000,1,5.040,,3.949,3.924,,4.561,4.997,5.087,6.125,,4.911,,2000-01-01
2000,2,5.166,,4.111,4.099,,4.689,5.118,5.217,6.250,,5.117,,2000-02-01
2000,3,5.231,,4.267,4.259,,4.795,5.173,5.296,6.125,4.250,5.179,,2000-03-01
2000,4,5.353,,4.365,4.348,,4.826,5.320,5.391,6.125,,4.164,,2000-04-01
2000,5,5.522,,4.849,4.847,,4.965,5.490,5.557,6.375,,5.194,,2000-05-01
2000,6,5.703,,4.965,4.959,,5.054,5.653,5.753,6.500,4.500,5.099,,2000-06-01
2000,7,5.891,,5.105,5.097,,5.115,5.883,5.899,6.750,,5.072,,2000-07-01
2000,8,6.029,,5.248,5.247,,5.180,5.977,6.080,7.000,,5.145,,2000-08-01
2000,9,6.232,,5.219,5.208,,5.251,6.238,6.227,7.000,5.000,5.613,,2000-09-01
2000,10,6.284,,5.218,5.212,,5.299,6.163,6.402,7.135,,5.613,,2000-10-01
2000,11,6.348,,5.193,5.188,,5.287,6.224,6.471,7.125,,5.647,,2000-11-01
2000,12,6.371,,4.881,4.889,,5.241,6.260,6.485,7.000,5.250,5.425,,2000-12-01
2001,1,6.390,,4.564,4.564,,5.122,6.248,6.532,7.250,,5.448,,2001-01-01
2001,2,6.280,,4.591,4.582,,5.000,6.128,6.433,7.000,,5.448,,2001-02-01
2001,3,6.147,,4.471,4.469,,4.859,5.971,6.323,6.875,5.250,3.940,,2001-03-01
2001,4,6.025,,4.481,4.460,,4.751,5.814,6.241,6.875,,5.031,,2001-04-01
2001,5,5.926,,4.520,4.499,,4.661,5.757,6.099,6.750,,4.758,,2001-05-01
2001,6,5.806,,4.312,4.310,,4.618,5.640,5.971,6.750,5.000,5.157,,2001-06-01
2001,7,5.768,,4.311,4.310,,4.610,5.634,5.908,6.625,,5.157,,2001-07-01
2001,8,5.723,,4.108,4.107,,4.571,5.587,5.852,6.625,,5.157,,2001-08-01
2001,9,5.627,,3.770,3.771,,4.519,5.480,5.772,6.625,4.500,5.157,,2001-09-01
2001,10,5.390,,3.369,3.366,,4.401,5.206,5.582,6.500,,4.510,,2001-10-01
2001,11,5.190,,3.198,3.196,,4.243,5.009,5.372,6.125,,4.642,,2001-11-01
2001,12,4.852,,3.298,3.286,,4.159,4.685,5.027,5.750,3.750,3.950,,2001-12-01
2002,1,4.737,,3.483,3.475,,4.090,4.562,4.912,6.000,,3.950,,2002-01-01
2002,2,4.768,,3.594,3.581,,4.065,4.650,4.887,5.875,,4.579,,2002-02-01
2002,3,4.785,,3.816,3.799,,4.131,4.695,4.874,5.875,3.750,4.870,,2002-03-01
2002,4,4.860,,3.860,3.857,,4.247,4.799,4.919,5.750,,5.459,,2002-04-01
2002,5,4.985,,3.963,3.948,,4.401,4.917,5.052,6.000,,5.459,,2002-05-01
2002,6,4.995,,3.869,3.862,,4.453,4.925,5.062,6.000,4.000,5.459,,2002-06-01
2002,7,5.009,,3.645,3.643,,4.448,4.916,5.100,5.875,,5.459,,2002-07-01
2002,8,4.999,,3.440,3.437,,4.360,4.883,5.103,6.000,,5.773,,2002-08-01
2002,9,4.818,,3.236,3.241,,4.203,4.698,4.925,6.125,3.750,4.125,,2002-09-01
2002,10,4.690,,3.126,3.127,,4.027,4.542,4.815,5.750,,4.300,,2002-10-01
2002,11,4.517,,3.017,3.020,,3.857,4.408,4.609,5.750,,4.333,,2002-11-01
2002,12,4.380,,2.872,2.878,,3.703,4.253,4.490,5.500,3.250,4.333,,2002-12-01
2003,1,4.252,,2.705,2.703,,3.520,4.190,4.307,5.625,,4.313,,2003-01-01
2003,2,4.146,,2.504,2.513,,3.364,4.053,4.225,5.375,,4.172,,2003-02-01
2003,3,3.976,,2.411,2.420,,3.242,3.878,4.068,5.250,3.000,3.988,,2003-03-01
2003,4,3.886,,2.447,2.458,,3.144,3.825,3.941,5.125,,3.913,,2003-04-01
2003,5,3.823,,2.252,2.253,,2.990,3.764,3.876,5.125,,3.889,,2003-05-01
2003,6,3.707,,2.014,2.033,,2.822,3.617,3.787,4.875,2.500,3.889,,2003-06-01
2003,7,3.541,,2.076,2.082,,2.745,3.457,3.619,4.750,,3.742,,2003-07-01
2003,8,3.470,,2.279,2.279,,2.777,3.381,3.548,5.000,,3.865,,2003-08-01
2003,9,3.428,,2.258,2.263,,2.803,3.335,3.518,5.000,2.250,4.227,,2003-09-01
2003,10,3.442,,2.303,2.299,,2.822,3.343,3.532,4.875,,4.131,,2003-10-01
2003,11,3.432,,2.410,2.409,,2.904,3.310,3.539,4.875,,4.091,,2003-11-01
2003,12,3.458,,2.381,2.383,,3.023,3.374,3.533,4.625,2.250,4.018,,2003-12-01
2004,1,3.475,,2.216,2.220,,3.096,3.358,3.572,5.000,,4.022,,2004-01-01
2004,2,3.446,,2.163,2.166,,3.107,3.342,3.533,4.875,,3.973,,2004-02-01
2004,3,3.358,,2.055,2.056,,3.082,3.241,3.460,4.625,2.250,3.784,,2004-03-01
2004,4,3.279,,2.163,2.164,,3.086,3.165,3.384,4.625,,3.672,,2004-04-01
2004,5,3.255,,2.297,2.297,,3.086,3.144,3.351,4.750,,3.668,,2004-05-01
2004,6,3.307,,2.404,2.405,,3.127,3.245,3.362,4.625,2.250,3.657,,2004-06-01
2004,7,3.323,,2.361,2.367,,3.153,3.252,3.388,4.625,,3.841,,2004-07-01
2004,8,3.392,,2.302,2.305,,3.142,3.335,3.441,4.875,,3.859,,2004-08-01
